id,title,caption,attribution,attribution_confidence,caption_source,date_start,date_end,decade,curated,selected_default,classification,recommended_print,master_file_id,rights_status,research_status,evidence_urls
img_c39e3df610ea24d9,Pauline Weaver (posthumous artist's sketch),"Pauline Weaver (c. 1797-1867), first settler of the San Gorgonio Pass — posthumous artist's sketch; no photograph of Weaver is known.",Artist unknown; no institutional provenance established (the circulating 'Sharlot Hall Museum' credit is unverified; cf. Arizona Historical Society portrait file #61659),unknown,Provenance research 2026-07-21 — Sharlot Hall Museum photo archive + collections catalog and Arizona Memory Project searched directly,1920,1929,1920,True,True,Reference Only,1.7 × 2.4 in at 100 PPI,file_e5d7e62a8efa93d5,Unclear,Researched,https://archives.sharlothallmuseum.org/articles/days-past-articles/1/pauline-weaver-prescott-pioneer-part-1; https://la.sharlothallmuseum.org/index.php/blog/cat/2000DP/post/pauline-weaver-trapper-and-scout/; https://www.sanbernardino.gov/1034/S-5-Historic-Place-Names; https://archives.sharlothallmuseum.org/articles/days-past-articles/1/pauline-weaver-prescotts-first-citizen-comes-home-part-2; https://www.hmdb.org/m.asp?m=33051; https://www.findagrave.com/memorial/7585066/powell-weaver; https://sharlothallmuseum.org/wp-content/uploads/2022/07/Pauline-Weaver.pdf; https://commons.wikimedia.org/wiki/File:Pauline_Weaver_Arizona_Frontiersman.jpg; https://archives.sharlothallmuseum.org/photos; https://shm.catalogaccess.com/; https://azmemory.azlibrary.gov/nodes/view/106787
img_530a9cbb25c298f7,Wellwood School,The Mission Revival Wellwood School — stucco gable and arcaded walkway — built to replace the earlier structure demolished as an earthquake threat; Calisphere gives no photo date; the building dates to 1921.,"Beaumont Library District Local History Collection, via Calisphere (CBEA_133)",confirmed,"Calisphere Beaumont Library District collection (CBEA_133), matched 2026-07-21 by direct image comparison",1921,1921,1920,False,False,Reference Only,4.5 × 3.2 in at 100 PPI,file_eb4021f72b25f094,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8416wdh/
img_fd15a86cd86982d6,"Triangle Service Station attendants, Beaumont — real-photo postcard by Whelan, c. 1920s","Attendants at the Triangle Service Station, 6th, California and Grace streets, Beaumont — real-photo postcard by Whelan, c. 1920s.",Whelan (postcard photographer); courtesy Beaumont Library District collection,probable,Deep research 2026-07-21 (postcard face + Calisphere/BLD metadata for the related wide view),1922,1930,1920,False,False,Reference Only,9.1 × 6 in at 100 PPI,file_799cb97fc805fb93,Public domain,Researched,https://calisphere.org/item/ark:/13030/c8qv3kv1/
img_cd302d98752b29e0,"Second Bank of Beaumont Entrance, Fifth Street and California Avenue, c. 1923-1940","Arched entrance of the second Bank of Beaumont ('Founded 1909, Erected 1923'), Fifth Street and California Avenue, c. 1923-1940.",Beaumont Library District,confirmed,Deep research 2026-07-21 (Calisphere CBEA_015 + facade inscription),1923,1940,1920,False,False,Reference Only,4.5 × 3.6 in at 100 PPI,file_4eaf98e369eb1487,Permission required,Researched,https://calisphere.org/item/ark:/13030/c89886b2/; https://calisphere.org/item/ark:/13030/c8z60m15/; https://cdnc.ucr.edu/?a=d&d=BMTG19500629
img_7d409eb4d324e61e,"W.C.T.U. fountain beside the 1923 Bank of Beaumont building, Fifth Street and Egan Avenue","W.C.T.U. drinking fountain (dedicated 1911) beside the 1923 Bank of Beaumont building at Fifth St. and Egan Ave., Beaumont, c. 1923–1940.",Unknown,unknown,Deep research 2026-07-21 (BLD/Calisphere metadata for the bank and fountain),1923,1940,1920,False,False,Reference Only,3.6 × 2.9 in at 100 PPI,file_181707e64e6ab4fe,Permission required,Researched,https://calisphere.org/item/ark:/13030/c86d5scv/; https://calisphere.org/item/ark:/13030/c8251hjm/; https://calisphere.org/item/ark:/13030/c89886b2/; https://calisphere.org/item/ark:/13030/c8z60m15/
img_0b3ce9bbcc89c40d,"Fifth Street at Egan Avenue with the Bank of Beaumont — Frasher Foto postcard, c. late 1920s","Fifth Street, Beaumont, hung with flags, the arched Bank of Beaumont at the Egan Ave. corner at right — Frasher Foto (Pomona) real-photo postcard, c. late 1920s.","Frasher Foto, Pomona (Burton Frasher Sr.); digital copy via Flickr user 'clamshack' / Facebook 2020",confirmed,Deep research 2026-07-21 (postcard imprint + BLD provenance filename),1925,1931,1920,False,False,Reference Only,8.6 × 5.4 in at 100 PPI,file_606a10f569122505,Copyrighted,Researched,
img_03ae9abaca02013c,"Interior of the S. and S. Grocery, Egan Avenue and Fifth Street, Beaumont, c. 1930","Inside the S. and S. Grocery at Egan Avenue and Fifth Street, Beaumont, c. 1930. George R. Sumner ran the store with his son-in-law as partner from the late 1920s until c. 1934.",Unknown; likely Sumner family via Beaumont Library District,unknown,Deep research 2026-07-21 (CDNC Daily Gazette (Beaumont)),1925,1934,1920,False,False,Production Ready,37.2 × 26.7 in at 100 PPI,file_7468befbff74c13d,Permission required,Researched,https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Corner+Egan+and+Fifth%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22S+%26+S+grocery%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=Sumner+grocery&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://calisphere.org/search/?q=Sumner+Beaumont
img_9dee891466dac007,"The S. and S. Grocery corner, Fifth Street and Egan Avenue, Beaumont, c. 1930","The S. and S. Grocery corner at Fifth Street and Egan Avenue, Beaumont, c. 1930, with a rooftop BEAUMONT sign, an unidentified cafe, and a general merchandise store beyond.",Unknown; likely Sumner family via Beaumont Library District,unknown,Deep research 2026-07-21 (CDNC Daily Gazette (Beaumont)),1925,1934,1920,False,False,Production Ready,28.6 × 18.5 in at 100 PPI,file_5bcd47fb00b38d74,Permission required,Researched,https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Corner+Egan+and+Fifth%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22S+%26+S+grocery%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://calisphere.org/item/ark:/13030/c8h70f56/; https://calisphere.org/search/?q=Beaumont+5th+Street
img_e3de81c2cb7655c8,"Triangle Service Station, 6th and California Streets, Beaumont","Real-photo postcard of the Triangle Service Station on 6th Street in Beaumont — Union Gasoline pumps under a tiled canopy, a truck beneath the arch, captioned 'Service at Beaumont,' c. mid-late 1920s","Beaumont Library District Local History Collection, via Calisphere (CBEA_121)",confirmed,"Calisphere Beaumont Library District collection (CBEA_121), matched 2026-07-21 by direct image comparison",1925,1932,1920,False,False,Reference Only,9.2 × 5.9 in at 100 PPI,file_68b7d1dc6e698760,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8qv3kv1/
img_c66b2fd607cf422f,"Beaumont High School, E. 6th Street (now Beaumont Civic Center), from the 1930 BHS yearbook","Beaumont High School on E. 6th Street soon after its 1928 opening, as published in the 1930 BHS yearbook; since the mid-1980s the building has been the Beaumont Civic Center.","1930 Beaumont High School yearbook, via Beaumont Library District",probable,Deep research 2026-07-21 (City of Beaumont blog; Calisphere BLD records),1928,1930,1920,False,False,Reference Only,8.4 × 5.6 in at 100 PPI,file_aeecc98513e487fb,Public domain,Researched,https://cityofbeaumontca.blogspot.com/2010/06/right-combination.html; https://calisphere.org/item/ark:/13030/c8mk6c7x/; https://calisphere.org/item/ark:/13030/c8c24vss/; https://calisphere.org/item/ark:/13030/c8f76bw1/; https://www.recordgazette.net/news/beaumont-to-spend-98-000-for-more-security-at-city-hall/article_b986808d-2696-51ca-a3a0-868c2ec31fb0.html
img_cfdaf786f32d7ba0,"Crawler tractors pulling grain drills at Stewart Ranch, Beaumont, c. 1930s","Crawler tractors pull tandem grain drills and a harrow rig on Stewart Ranch, Beaumont, c. 1930s. Reznor Stewart's ranch later furnished the Sunnyslope Cemetery site.",Stewart family collection (via Beaumont Library District),probable,Deep research 2026-07-21 (album annotation + equipment dating),1928,1945,1920,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_24e06bf6d568fa7e,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8fq9vz3/; https://calisphere.org/item/ark:/13030/c8nc60jn/
img_2aaf83f6b9ef8d97,"First Christian Church (Disciples of Christ), 701 Egan Avenue at Seventh Street, Beaumont","First Christian Church, 701 Egan Ave. at 7th St., Beaumont — rock-faced block church, c. 1930s (photo date unverified).",San Gorgonio Pass Historical Society (website reproduction; photographer unknown),probable,Deep research 2026-07-21 (BLD/Calisphere c8348jqw + Holmes 1912 county history),1930,1930,1930,False,False,Reference Only,7.8 × 5.5 in at 100 PPI,file_eb0a7c549049bc0e,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8348jqw/; https://calisphere.org/item/ark:/13030/c8xw4j57/; https://archive.org/details/historyriversid00unkngoog
img_1d5ad1237f7755e2,"Our Lady of Guadalupe Chapel (later Sacred Heart), Beaumont barrio, c. 1930-1955","The barrio chapel at Olive and B Street, Beaumont, opened 1930 as Our Lady of Guadalupe Chapel — forerunner of Sacred Heart Parish. c. 1930-1955.",Courtesy of Grace Granados,probable,Deep research 2026-07-21 (Inland Catholic Byte / Diocese of San Bernardino archives),1930,1955,1930,False,False,Potentially Usable,9.8 × 15.9 in at 100 PPI,file_b0012d04cf56a615,Permission required,Researched,"https://www.icbyte.org/index.php/special-sections/heritage-road/1428-remembering-closed-parishes-in-riverside-county; https://nominatim.openstreetmap.org/search?q=B+Street,+Beaumont,+California&format=json; https://www.stkateritekakwitha.org/about-us.html"
img_4a9ee3f3baeb6a26,"Section Gang with Track Tools, Luis Estrada at Far Right","Five-man section gang with shovels and lining bar, Luis Estrada at far right, c. 1930s–1940s. Estrada family collection.",Estrada family collection (via Beaumont Library District),probable,"Deep research 2026-07-21 (1950 U.S. Census, Beaumont E.D. 33-3 + donor-filename provenance)",1930,1950,1930,False,False,Potentially Usable,18 × 13.5 in at 100 PPI,file_95d25e3c922df5a7,Permission required,Researched,"https://1950census.archives.gov/iiif/2/1950census%2F43290879-California%2F43290879-California-137788%2F43290879-California-137788-0032.jpg/full/2045,/0/default.jpg; https://1950census.archives.gov/search/?state=CA&county=Riverside&name=estrada"
img_4ec3e978a2772b6b,"Track Crew on a Railroad Bridge, Luis Estrada Fourth from Right","Track crew posed on a railroad deck bridge, Luis Estrada fourth from right, c. 1930s–1940s. Estrada family collection.",Estrada family collection (via Beaumont Library District),probable,"Deep research 2026-07-21 (1950 U.S. Census, Beaumont E.D. 33-3 + donor-filename provenance)",1930,1950,1930,False,False,Production Ready,53.6 × 36.8 in at 100 PPI,file_603be2bdeb2de003,Permission required,Researched,"https://1950census.archives.gov/iiif/2/1950census%2F43290879-California%2F43290879-California-137788%2F43290879-California-137788-0032.jpg/full/2045,/0/default.jpg; https://1950census.archives.gov/search/?state=CA&county=Riverside&name=estrada"
img_0880ba793548d705,"Fifth Street (Main Street), Beaumont, with Harvey's Cafe and the Beaumont Garage — real photo postcard, c. 1932-1940","Fifth Street (Main), Beaumont, c. 1932-1940 — Harvey's Cafe and the Gazette wall sign at left, the Beaumont Garage and its Gilmore Gasoline sign at right. Real photo postcard.",Steve Lech postcard collection (RivCoKid Images),confirmed,Deep research 2026-07-21 (CDNC Daily Gazette (Beaumont) + postcard imagery),1932,1940,1930,False,False,Potentially Usable,14.8 × 9.4 in at 100 PPI,file_05e79a462e063ad9,Permission required,Researched,https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Harvey%27s+cafe%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Beaumont+garage%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Gilmore+gasoline%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://www.google.com/search?q=%22rivcokid%22+Steve+Lech+Riverside+County
img_88e0efbd8026acce,"South side of West 5th Street, Beaumont — Crowther Real Estate, Beaumont Variety Store, Pass City Grocery, and Maloof's, c. 1933-1937","South side of West 5th Street, Beaumont, c. 1933-1937: barber shop, Charles E. Crowther Real Estate, Beaumont Variety Store, Pass City Grocery, and Maloof's shop, which opened in May 1933.",Beaumont Library District (Calisphere item CBEA_101),confirmed,Deep research 2026-07-21 (Calisphere BLD item + CDNC Daily Gazette),1933,1937,1930,False,False,Reference Only,9.2 × 6.5 in at 100 PPI,file_903640e7f6394f6c,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8542mz6/; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Maloof%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Beaumont+Variety+Store%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Crowther%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=Sumner+grocery&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------
img_5430b97f619e1088,"Presbyterian Church postcard, northeast corner of 7th and Euclid Streets","Real-photo postcard of Beaumont's Presbyterian 'Rock Church' at the northeast corner of 7th and Euclid Streets, hand-captioned 'Community Church'; the stone sanctuary was dedicated May 20, 1934. c. 1934-1960.","Beaumont Library District Local History Collection, via Calisphere (CBEA_163)",confirmed,"Calisphere Beaumont Library District collection (CBEA_163), matched 2026-07-21 by direct image comparison",1934,1960,1930,False,False,Reference Only,9.2 × 6 in at 100 PPI,file_d188fd618b565a75,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c89g5m5q/
img_8241a89edda429c5,"Chamber of Commerce building and Logan's Style Shops, Sixth Street, Beaumont — Frasher's Fotos postcard F6322","Chamber of Commerce building and Logan's Style Shops, Sixth St., Beaumont — the remodeled Triangle Service Station corner. Frasher's Fotos postcard F6322, c. 1937-1942.","Frasher's Fotos (Burton Frasher); Frasher Foto Collection, Pomona Public Library",confirmed,Deep research 2026-07-21 (postcard imprint; Calisphere Triangle Service Station item),1937,1942,1930,False,False,Potentially Usable,14.4 × 9.7 in at 100 PPI,file_a63d0b540d8562dd,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c8qv3kv1/
img_82f263746528ece8,Fifth Street looking east toward the Bank of Beaumont — Frashers Fotos real-photo postcard,"Fifth Street looking east, Beaumont, c. 1937-1941, with the 1923 Bank of Beaumont at left. Real-photo postcard by Frashers Fotos, Pomona.","Frashers Fotos (Burton Frasher, Pomona)",confirmed,Deep research 2026-07-21 (Frasher imprint on the print; Calisphere BLD bank records),1937,1941,1930,False,False,Reference Only,8.6 × 5.2 in at 100 PPI,file_23485137376c677b,Copyrighted,Researched,https://en.wikipedia.org/wiki/Burton_Frasher; https://calisphere.org/item/ark:/13030/c8251hjm/; https://calisphere.org/item/ark:/13030/c8qc02td/; https://calisphere.org/item/ark:/13030/c89886b2/
img_6b0ff0ed19b0fb9e,Ramona V. Torres — c. 1940s portrait as reproduced on the Ramona's Restaurant menu,"Ramona V. Torres (1917-2005), namesake of Beaumont's Ramona's Restaurant, in a c. 1940s portrait later reproduced on the restaurant's menu and dining-room wall.",Torres/Vargas family (Ramona's Restaurant),probable,Deep research 2026-07-21 (SCNG closing article + Record Gazette obituary),1937,1950,1930,False,False,Potentially Usable,18.1 × 13.6 in at 100 PPI,file_08435134d3f77ad1,Permission required,Researched,https://www.sbsun.com/2025/01/09/ramonas-restaurant-in-beaumont-will-close-on-saturday-jan-11/; https://www.recordgazette.net/obituaries/ramona-v-torres/article_3705df41-ef26-5763-8922-cc48f6bc5d0f.html; https://www.recordgazette.net/news/celebrating-ramona-s-mexican-caf-s-history/article_6ed346bd-f11c-4ee5-8d3e-94e0ac8617b2.html; https://ancestors.familysearch.org/en/L7FC-LMR/frank-mora-torres-1913-2005
img_4ac86175e34cb48f,"Beaumont High School (now Beaumont Civic Center), real-photo postcard, c. 1938-1948","Beaumont High School from the street, c. 1938-1948 — a real-photo postcard of the Mission Revival campus, built by 1930 and later converted to the Beaumont Civic Center (City Hall).",Unidentified postcard photographer; Beaumont Library District collection,unknown,Deep research 2026-07-21 (postcard face + 1930 BHS yearbook photo in same collection),1938,1948,1930,False,False,Production Ready,32.7 × 21.6 in at 100 PPI,file_694b7194b57a78c1,Permission required,Researched,https://www.beaumontca.gov/; https://calisphere.org/item/ark:/13030/c8f76bw1/
img_ef0e1fe665c580a0,"Sam's Cafe on Sixth Street (U.S. 60-70-99), Beaumont — Frasher's Fotos postcard F6335","Sam's Cafe on Sixth Street (U.S. Highways 60-99), Beaumont, c. 1940 — Frasher's Fotos real-photo postcard F6335.","Frasher's Fotos (Burton Frasher, Pomona, Calif.)",confirmed,Deep research 2026-07-21 (Frasher imprint on card + BLD/Calisphere c8445ktt),1938,1946,1930,False,False,Production Ready,29.5 × 18.1 in at 100 PPI,file_97aa678bba8be144,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c8445ktt/
img_7707eba1df237c65,"""Beaumont Builds Attractive City Hall"" — newspaper clipping attributed to the Desert Sun, April 28, 1939","""Beaumont Builds Attractive City Hall"" — clipping on the PWA-funded city hall at 500 Grace Ave. ($27,150; three fire-truck stalls, courtroom), attributed to the Desert Sun, April 28, 1939.","The Desert Sun (Palm Springs), April 28, 1939; digital copy via Facebook, Dec. 2020",probable,Deep research 2026-07-21 (clipping text + BLD provenance filename),1939,1939,1930,False,False,Reference Only,6.3 × 3.5 in at 100 PPI,file_b2efc4b2e87ff530,Copyrighted,Researched,https://cdnc.ucr.edu/?a=d&d=DS19390428
img_a9b8f17ec8b1a61d,"Beaumont City Hall, fire station, and police station, 500 Grace Avenue, c. 1940s","Beaumont City Hall, 500 Grace Ave., c. 1940-1950 — the 1938-39 complex housed city offices, the fire station, and the police station. Courtesy Karen Sumner Noordman.",Karen Sumner Noordman collection (photographer unknown),probable,Deep research 2026-07-21 (verified 'ERECTED 1938-39' plaque; Calisphere c8c24vss metadata),1939,1950,1930,False,False,Reference Only,12.7 × 7.9 in at 100 PPI,file_458ce393733472ff,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8c24vss/; https://calisphere.org/item/ark:/13030/c87w6bj7/
img_c323e4a9718d30b7,"Emeteria and Luis Estrada, Beaumont — 1940s","Emeteria and Luis Estrada, Beaumont, 1940s. Luis spent decades as a Southern Pacific section worker; Beaumont's Luis Estrada Road, named c. 2001, honors him.",Estrada family collection,confirmed,Deep research 2026-07-21 (Estrada family provenance + BLD companion photos),1940,1949,1940,False,False,Potentially Usable,14.4 × 18.6 in at 100 PPI,file_707026ab26daecc6,Permission required,Researched,
img_8dec862cc0cae6ba,"Navy Men Erecting Flagpole, U.S. Naval Convalescent Hospital, Cherry Valley","Sailors haul a line to raise the flagpole among the white ward buildings of the U.S. Naval Convalescent Hospital, a temporary World War II facility in Cherry Valley, 1940s.","Banning Library District Local History Collection, via Calisphere (CBAN_119)",confirmed,"Calisphere Banning Library District collection (CBAN_119), matched 2026-07-21 by direct image comparison",1940,1949,1940,False,False,Reference Only,9.2 × 5.1 in at 100 PPI,file_6edb716353a85e0b,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8j1015g/
img_cc7036a752144a64,"Railroad workers at the Southern Pacific depot, Beaumont, 1940s","Railroad workers at the Southern Pacific depot, Beaumont, 1940s.",Unknown,unknown,Deep research 2026-07-21 (collection folder provenance + image reading),1940,1949,1940,False,False,Production Ready,28.3 × 21 in at 100 PPI,file_d1cb502f648bf5ae,Permission required,Researched,https://calisphere.org/item/ark:/13030/c85x2881/; https://www.mybld.org/local-history
img_484acf24f5126598,"The Desert Outpost Motel and Cafe, Beaumont","The Desert Outpost Motel and Cafe at the western entrance to Beaumont — roadside signs offer chicken and steak dinners, cabins, and dancing beside the divided highway, 1940s.","Banning Library District Local History Collection, via Calisphere (CBAN_110)",confirmed,"Calisphere Banning Library District collection (CBAN_110), matched 2026-07-21 by direct image comparison",1940,1949,1940,False,False,Reference Only,9.4 × 5.5 in at 100 PPI,file_317a1de08a125a26,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8td9vbb/
img_433403e951bbabcd,"Three Beaumont railroad men identified as train depot workers, with a 1938 Chevrolet — c. 1940s","Three young Beaumont railroad men — identified in collection records as train depot workers — pose beside a 1938 Chevrolet, c. 1940s.",Beaumont Library District local history scans (original owner unrecorded),unknown,Deep research 2026-07-21 (BLD filename + vehicle evidence),1940,1949,1940,False,False,Production Ready,30.8 × 19.8 in at 100 PPI,file_a3b7541820c1cdd0,Permission required,Researched,
img_47cf3e6c1c4e364b,Wellwood Elementary School (1921 building) — newspaper halftone,Wellwood Elementary School's 1921 building in a newspaper halftone printed decades later; it replaced Beaumont's original 1890 Wellwood schoolhouse.,Unidentified newspaper,unknown,Deep research 2026-07-21 (printed caption in the halftone + Calisphere BLD metadata),1940,1975,1940,False,False,Potentially Usable,14.4 × 11.7 in at 100 PPI,file_9ce94f718fa52778,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8416wdh/; https://calisphere.org/item/ark:/13030/c84b30nv/
img_99f7111cab26b389,"Beaumont High School (now Beaumont Civic Center), from the 1942 BHS yearbook","Beaumont High School — built 1928, later the Beaumont Civic Center — as pictured in the 1942 BHS yearbook.",1942 Beaumont High School yearbook (Beaumont Library District collection),probable,Deep research 2026-07-21 (BLD filename provenance + Patch/SGPHS),1942,1942,1940,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_90d681e94af5251c,Unclear,Researched,https://patch.com/california/banning-beaumont/beaumont-city-leadership-discuss-historical-awareness-prioriti; https://calisphere.org/item/ark:/13030/c8f76bw1/
img_634101dcee127994,"Railroad workers on a Railway Express wagon, Southern Pacific depot, Beaumont","Railroad workers pose on a Railway Express wagon at Beaumont's Southern Pacific depot, c. 1942–1952. From the Beaumont Library District's Mexican railroad workers folder.",Unknown (private snapshot),unknown,Deep research 2026-07-21 (image analysis + BLD folder provenance),1942,1952,1940,False,False,Production Ready,63.5 × 44.3 in at 100 PPI,file_e8cbd0aa11c86ae6,Permission required,Researched,https://calisphere.org/item/ark:/13030/c85x2881/
img_21f5dda0d6f26b4a,"Sam's Cafe on 6th Street, northeast corner of 6th and Edgar Streets","Sam's Cafe — steaks, chops, seafood and chicken dinners — at the northeast corner of 6th and Edgar Streets, Beaumont, its neon sign rising over the checkerboard-tile corner entrance, c. 1944","Beaumont Library District Local History Collection, via Calisphere (CBEA_118)",confirmed,"Calisphere Beaumont Library District collection (CBEA_118), matched 2026-07-21 by direct image comparison",1942,1946,1940,False,False,Reference Only,9.2 × 7.5 in at 100 PPI,file_531af6a631a3055e,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8445ktt/
img_3b097e0808432587,"Women's railroad track crew (""Female R.R. Crew""), Beaumont","'Female R.R. Crew' — women track workers posed on the rails at Beaumont, first names inked above each; likely a WWII-era Southern Pacific section crew, c. 1943.",Unknown,unknown,Deep research 2026-07-21 (photo inscription + WWII women railroad-worker histories),1942,1945,1940,False,False,Production Ready,22.9 × 29.3 in at 100 PPI,file_898bac3bc27bd127,Permission required,Researched,https://azmemory.azlibrary.gov/nodes/view/41691; https://en.wikipedia.org/wiki/Traquero; https://www.loc.gov/item/2017697287/; https://rarehistoricalphotos.com/american-railroad-women-ww2/
img_ca02842503e130c9,"Luis and Emeteria Estrada Family Portrait, Beaumont","Luis and Emeteria Estrada with their children, posed before a sheet backdrop; the family lived in an SP section house in Beaumont. C. mid-1940s. Estrada family collection.",Estrada family collection / Leslie A. Rios III collection (via Beaumont Library District),probable,"Deep research 2026-07-21 (1950 U.S. Census, Beaumont E.D. 33-3 + donor-filename provenance)",1944,1947,1940,False,False,Production Ready,54.6 × 42.9 in at 100 PPI,file_d817a4ccef9a21d9,Permission required,Researched,"https://1950census.archives.gov/iiif/2/1950census%2F43290879-California%2F43290879-California-137788%2F43290879-California-137788-0032.jpg/full/2045,/0/default.jpg; https://1950census.archives.gov/search/?state=CA&county=Riverside&name=estrada"
img_8ecf8879b0fffd2d,Deodar cedars lining Beaumont Avenue (real photo postcard),"Beaumont Avenue's ""evergreen tunnel"" of deodar cedars, planted in the 1930s, on a real photo postcard, c. 1950.",Unknown (scan from an eBay listing; publisher unidentified),unknown,Deep research 2026-07-21 (Record-Gazette; visual dating),1945,1958,1940,False,False,Reference Only,10.2 × 6.7 in at 100 PPI,file_dca6e4831d730c69,Unclear,Researched,https://www.recordgazette.net/news/two-beaumont-avenue-deodar-trees-get-reprieves/article_4fba9a4d-98bf-50be-8538-ea890edaf0b1.html; https://bcrg.org/doyouknow.htm; https://www.pressenterprise.com/2013/03/19/beaumont-story-of-the-deodar-trees/
img_92af244203629094,El Rancho Motel and Guest Ranch on the Beaumont highway strip — Frasher Fotos postcard F-6330,"El Rancho Motel and Guest Ranch frontage on the U.S. 60-70-99 highway through Beaumont, c. 1946, with its 'Charcoal Broiled Steaks — Cocktails' billboard. Frasher Fotos postcard F-6330.","Frasher Fotos (Burton Frasher Sr., Pomona); Leslie A. Rios III Postcard Collection",confirmed,Deep research 2026-07-21 (Frasher negative sequence F-6330/F6331),1945,1946,1940,False,False,Production Ready,33.1 × 20.1 in at 100 PPI,file_13dd4107f7b81c06,Copyrighted,Researched,https://www.cardcow.com/336985/el-rancho-motel-guest-beaumont/; https://www.worthpoint.com/worthopedia/1949-el-rancho-motel-guest-ranch-3771054738
img_0ab722136d7bd1be,"Estrada Family Dinner Inside Their Section House, Beaumont","The Estrada family at dinner inside their Southern Pacific section house, Beaumont, c. late 1940s–early 1950s. Estrada family collection.",Estrada family collection (via Beaumont Library District),probable,"Deep research 2026-07-21 (1950 U.S. Census, Beaumont E.D. 33-3 + donor-filename provenance)",1945,1955,1940,False,False,Production Ready,17 × 17.7 in at 100 PPI,file_8af72ab13174bb49,Permission required,Researched,"https://1950census.archives.gov/iiif/2/1950census%2F43290879-California%2F43290879-California-137788%2F43290879-California-137788-0032.jpg/full/2045,/0/default.jpg; https://1950census.archives.gov/search/?state=CA&county=Riverside&name=estrada"
img_5a70b41831a92160,"Sixth Street (then U.S. Highway 99), from the 1946 Beaumont High School annual","Sixth Street — then U.S. Highway 99 — with Standard/Chevron and Mobilgas stations, printed in the 1946 Beaumont High School annual. c. 1945–1946.",Leslie A. Rios III collection,confirmed,Deep research 2026-07-21 (filename provenance + page signage + Wikipedia San Gorgonio Pass),1945,1946,1940,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_4260be4b2218efa2,Unclear,Researched,https://en.wikipedia.org/wiki/San_Gorgonio_Pass; https://www.recordgazette.net/obituaries/thelma-sammie-l-crane-penix/article_54042192-8453-11e3-878d-0019bb2963f4.html; https://archive.org/advancedsearch.php?q=%22beaumont%20high%20school%22%20AND%20(yearbook%20OR%20cougar)%20AND%20california&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=year&rows=30&output=json
